?primaryID	?name	?synonym
<Q2045854>	"Aquaporin 2"@en	"aquaporin 2 (collecting duct)"@en
<Q2045854>	"Aquaporin 2"@en	"AQP2"@en
<Q2045854>	"Aquaporin 2"@en	"AQP-CD"@en
<Q2045854>	"Aquaporin 2"@en	"AQP-2"@en
<Q2045854>	"Aquaporin 2"@en	"ADH water channel"@en
<Q2046497>	"PAX8"@en	"PAX-8"@en
<Q2046497>	"PAX8"@en	"paired box 8"@en
<Q2058153>	"Interleukin 16"@en	"prointerleukin 16"@en
<Q2058153>	"Interleukin 16"@en	"neuronal interleukin 16"@en
<Q2058153>	"Interleukin 16"@en	"lymphocyte chemoattractant factor"@en
<Q2058153>	"Interleukin 16"@en	"pro-interleukin-16"@en
<Q2058153>	"Interleukin 16"@en	"IL16"@en
<Q2062543>	"transforming growth factor beta 1"@en	"uniprot:P01137"@en
<Q2062543>	"transforming growth factor beta 1"@en	"transforming growth factor beta1"@en
<Q2062543>	"transforming growth factor beta 1"@en	"TGFB1"@en
<Q2062543>	"transforming growth factor beta 1"@en	"prepro-transforming growth factor beta-1"@en
<Q2062543>	"transforming growth factor beta 1"@en	"latency-associated peptide"@en
<Q2062543>	"transforming growth factor beta 1"@en	"transforming growth factor beta-1 proprotein"@en
<Q2062543>	"transforming growth factor beta 1"@en	"transforming growth factor beta-1"@en
<Q2062543>	"transforming growth factor beta 1"@en	"TGF-beta-1"@en
<Q2067372>	"Leucine rich repeat transmembrane neuronal 1"@en	"LRRTM1"@en
<Q2067372>	"Leucine rich repeat transmembrane neuronal 1"@en	"leucine-rich repeat transmembrane neuronal protein 1"@en
<Q2067372>	"Leucine rich repeat transmembrane neuronal 1"@en	"leucine-rich repeat transmembrane neuronal 1 protein"@en
<Q2071144>	"CD40 ligand"@en	"Tumor necrosis factor ligand superfamily member 5"@en
<Q2071144>	"CD40 ligand"@en	"tumor necrosis factor (ligand) superfamily member 5"@en
<Q2071144>	"CD40 ligand"@en	"TRAP"@en
<Q2071144>	"CD40 ligand"@en	"TNF-related activation protein"@en
<Q2071144>	"CD40 ligand"@en	"T-cell antigen Gp39"@en
<Q2071144>	"CD40 ligand"@en	"T-B cell-activating molecule"@en
<Q2071144>	"CD40 ligand"@en	"CD40LG"@en
<Q2071144>	"CD40 ligand"@en	"CD40-L"@en
<Q2071144>	"CD40 ligand"@en	"CD40 antigen ligand"@en
<Q412214>	"Dipeptidyl peptidase 4"@en	"Xaa-Pro-dipeptidylaminopeptidase"@en
<Q412214>	"Dipeptidyl peptidase 4"@en	"Post-proline dipeptidyl aminopeptidase IV"@en
<Q412214>	"Dipeptidyl peptidase 4"@en	"Gly-Pro naphthylamidase"@en
<Q412214>	"Dipeptidyl peptidase 4"@en	"dipeptidylpeptidase IV (CD26, adenosine deaminase complexing protein 2)"@en
<Q412214>	"Dipeptidyl peptidase 4"@en	"adenosine deaminase complexing protein 2"@en
<Q412214>	"Dipeptidyl peptidase 4"@en	"ADCP-2"@en
<Q412214>	"Dipeptidyl peptidase 4"@en	"T-cell activation antigen CD26"@en
<Q412214>	"Dipeptidyl peptidase 4"@en	"TP103"@en
<Q412214>	"Dipeptidyl peptidase 4"@en	"dipeptidylpeptidase 4"@en
<Q412214>	"Dipeptidyl peptidase 4"@en	"ADABP"@en
<Q412214>	"Dipeptidyl peptidase 4"@en	"dipeptidyl peptidase 4"@en
<Q412214>	"Dipeptidyl peptidase 4"@en	"dipeptidyl peptidase IV"@en
<Q412214>	"Dipeptidyl peptidase 4"@en	"DPP4"@en
<Q412214>	"Dipeptidyl peptidase 4"@en	"DPP IV"@en
<Q412228>	"Thyroglobulin"@en	"uniprot:P01266"@en
<Q412228>	"Thyroglobulin"@en	"thyroglobulin"@en
<Q412228>	"Thyroglobulin"@en	"TG"@en
<Q412285>	"Dystrophin"@en	"uniprot:P11532"@en
<Q412285>	"Dystrophin"@en	"truncated dystrophin"@en
<Q412285>	"Dystrophin"@en	"DMD"@en
<Q412285>	"Dystrophin"@en	"dystrophin"@en
<Q412310>	"Von Willebrand factor"@en	"uniprot:P04275"@en
<Q412310>	"Von Willebrand factor"@en	"coagulation factor VIII VWF"@en
<Q412310>	"Von Willebrand factor"@en	"von Willebrand factor"@en
<Q412310>	"Von Willebrand factor"@en	"VWF"@en
<Q408305>	"cytochrome P450 family 17 subfamily A member 1"@en	"steroid 17-alpha-monooxygenase"@en
<Q408305>	"cytochrome P450 family 17 subfamily A member 1"@en	"steroid 17-alpha-hydroxylase/17,20 lyase"@en
<Q408305>	"cytochrome P450 family 17 subfamily A member 1"@en	"steroid 17 alpha-hydroxylase/17,20 lyase"@en
<Q408305>	"cytochrome P450 family 17 subfamily A member 1"@en	"IPR033282"@en
<Q408305>	"cytochrome P450 family 17 subfamily A member 1"@en	"cytochrome P450c17"@en
<Q408305>	"cytochrome P450 family 17 subfamily A member 1"@en	"cytochrome P450, subfamily XVII (steroid 17-alpha-hydroxylase)"@en
<Q408305>	"cytochrome P450 family 17 subfamily A member 1"@en	"cytochrome P450, family 17, subfamily A, polypeptide 1"@en
<Q408305>	"cytochrome P450 family 17 subfamily A member 1"@en	"cytochrome P450-C17"@en
<Q408305>	"cytochrome P450 family 17 subfamily A member 1"@en	"cytochrome p450 XVIIA1"@en
<Q408305>	"cytochrome P450 family 17 subfamily A member 1"@en	"cytochrome P450 17A1"@en
<Q408305>	"cytochrome P450 family 17 subfamily A member 1"@en	"CYPXVII"@en
<Q408305>	"cytochrome P450 family 17 subfamily A member 1"@en	"CYP17A1"@en
<Q408305>	"cytochrome P450 family 17 subfamily A member 1"@en	"4.1.2.30"@en
<Q408305>	"cytochrome P450 family 17 subfamily A member 1"@en	"17-alpha-hydroxyprogesterone aldolase"@en
<Q408331>	"VGF"@en	"SgVII"@en
<Q408331>	"VGF"@en	"SCG7"@en
<Q408331>	"VGF"@en	"VGF nerve growth factor inducible"@en
<Q408476>	"BCL2 associated X, apoptosis regulator"@en	"bcl2-L-4"@en
<Q408476>	"BCL2 associated X, apoptosis regulator"@en	"BCL2-associated X protein omega"@en
<Q408476>	"BCL2 associated X, apoptosis regulator"@en	"bcl-2-like protein 4"@en
<Q408476>	"BCL2 associated X, apoptosis regulator"@en	"Baxdelta2omega"@en
<Q408476>	"BCL2 associated X, apoptosis regulator"@en	"Baxdelta2G9omega"@en
<Q408476>	"BCL2 associated X, apoptosis regulator"@en	"Baxdelta2G9"@en
<Q408476>	"BCL2 associated X, apoptosis regulator"@en	"BCL2 associated X protein"@en
<Q408476>	"BCL2 associated X, apoptosis regulator"@en	"apoptosis regulator BAX"@en
<Q408476>	"BCL2 associated X, apoptosis regulator"@en	"BAX"@en
<Q408499>	"Lipase E, hormone sensitive type"@en	"LIPE"@en
<Q408499>	"Lipase E, hormone sensitive type"@en	"lipase, hormone-sensitive"@en
<Q408499>	"Lipase E, hormone sensitive type"@en	"hormone-sensitive lipase testicular isoform"@en
<Q408499>	"Lipase E, hormone sensitive type"@en	"hormone-sensitive lipase"@en
<Q408551>	"sulfite oxidase"@en	"uniprot:P51687"@en
<Q408551>	"sulfite oxidase"@en	"SUOX"@en
<Q408551>	"sulfite oxidase"@en	"sulfite oxidase, mitochondrial"@en
<Q408575>	"Thromboxane A synthase 1"@en	"platelet, cytochrome P450, subfamily V"@en
<Q408575>	"Thromboxane A synthase 1"@en	"cytochrome P450, family 5, subfamily A, polypeptide 1"@en
<Q408575>	"Thromboxane A synthase 1"@en	"TBXAS1"@en
<Q408575>	"Thromboxane A synthase 1"@en	"thromboxane A synthase 1 (platelet)"@en
<Q408575>	"Thromboxane A synthase 1"@en	"TXA synthase"@en
<Q408575>	"Thromboxane A synthase 1"@en	"thromboxane-A synthase"@en
<Q408575>	"Thromboxane A synthase 1"@en	"cytochrome P450 5A1"@en
<Q408572>	"Sigma non-opioid intracellular receptor 1"@en	"SR31747-binding protein"@en
<Q408572>	"Sigma non-opioid intracellular receptor 1"@en	"SR31747 binding protein 1"@en
<Q408572>	"Sigma non-opioid intracellular receptor 1"@en	"Sigma1-receptor"@en
<Q408572>	"Sigma non-opioid intracellular receptor 1"@en	"aging-associated gene 8 protein"@en
<Q408572>	"Sigma non-opioid intracellular receptor 1"@en	"Sigma1R"@en
<Q408572>	"Sigma non-opioid intracellular receptor 1"@en	"sigma 1-type opioid receptor"@en
<Q408572>	"Sigma non-opioid intracellular receptor 1"@en	"SR-BP"@en
<Q408572>	"Sigma non-opioid intracellular receptor 1"@en	"SIGMAR1"@en
<Q408572>	"Sigma non-opioid intracellular receptor 1"@en	"sigma non-opioid intracellular receptor 1"@en
<Q408572>	"Sigma non-opioid intracellular receptor 1"@en	"SIG-1R"@en
<Q408572>	"Sigma non-opioid intracellular receptor 1"@en	"hSigmaR1"@en
<Q408598>	"C-X-C motif chemokine ligand 12"@en	"stromal cell-derived factor 1"@en
<Q408598>	"C-X-C motif chemokine ligand 12"@en	"pre-B cell growth-stimulating factor"@en
<Q408598>	"C-X-C motif chemokine ligand 12"@en	"PBSF"@en
<Q408598>	"C-X-C motif chemokine ligand 12"@en	"IRH"@en
<Q408598>	"C-X-C motif chemokine ligand 12"@en	"intercrine reduced in hepatomas"@en
<Q408598>	"C-X-C motif chemokine ligand 12"@en	"hIRH"@en
<Q408598>	"C-X-C motif chemokine ligand 12"@en	"CXCL12 protein, human"@en
<Q408598>	"C-X-C motif chemokine ligand 12"@en	"CXCL12"@en
<Q408598>	"C-X-C motif chemokine ligand 12"@en	"Chemokine CXCL12"@en
<Q408598>	"C-X-C motif chemokine ligand 12"@en	"chemokine (C-X-C motif) ligand 12"@en
<Q408598>	"C-X-C motif chemokine ligand 12"@en	"C-X-C motif chemokine 12"@en
<Q386664>	"corticotropin releasing hormone"@en	"Corticotropin-releasing hormone"@en
<Q386664>	"corticotropin releasing hormone"@en	"corticotropin-releasing factor"@en
<Q386664>	"corticotropin releasing hormone"@en	"corticoliberin"@en
<Q386664>	"corticotropin releasing hormone"@en	"CRH"@en
<Q386664>	"corticotropin releasing hormone"@en	"CRF"@en
<Q388855>	"Toll like receptor 3"@en	"uniprot:O15455"@en
<Q388855>	"Toll like receptor 3"@en	"TLR3"@en
<Q388855>	"Toll like receptor 3"@en	"toll-like receptor 3"@en
<Q390540>	"EDNRA"@en	"MFDA"@en
<Q390540>	"EDNRA"@en	"hET-AR"@en
<Q390540>	"EDNRA"@en	"ETRA"@en
<Q390540>	"EDNRA"@en	"ETAR"@en
<Q390540>	"EDNRA"@en	"ETA-R"@en
<Q390540>	"EDNRA"@en	"ET-A"@en
<Q390540>	"EDNRA"@en	"endothelin receptor type A"@en
<Q390540>	"EDNRA"@en	"ETA"@en
<Q315860>	"Calcitonin"@en	"katacalcin"@en
<Q315860>	"Calcitonin"@en	"calcitonin 1"@en
<Q315860>	"Calcitonin"@en	"alpha-type CGRP"@en
<Q315860>	"Calcitonin"@en	"CGRP1"@en
<Q315860>	"Calcitonin"@en	"CALCA"@en
<Q315860>	"Calcitonin"@en	"CALC1"@en
<Q315860>	"Calcitonin"@en	"calcitonin"@en
<Q315860>	"Calcitonin"@en	"CGRP-I"@en
<Q315860>	"Calcitonin"@en	"CGRP"@en
<Q315860>	"Calcitonin"@en	"KC"@en
<Q315860>	"Calcitonin"@en	"CT"@en
<Q318896>	"Gonadotropin releasing hormone 1"@en	"prolactin release-inhibiting factor"@en
<Q318896>	"Gonadotropin releasing hormone 1"@en	"Progonadoliberin I"@en
<Q318896>	"Gonadotropin releasing hormone 1"@en	"luliberin I"@en
<Q318896>	"Gonadotropin releasing hormone 1"@en	"leuteinizing-releasing hormone"@en
<Q318896>	"Gonadotropin releasing hormone 1"@en	"GnRH-associated peptide 1"@en
<Q318896>	"Gonadotropin releasing hormone 1"@en	"gonadotropin-releasing hormone 1 (luteinizing-releasing hormone)"@en
<Q318896>	"Gonadotropin releasing hormone 1"@en	"Gonadotropin-Releasing Hormone"@en
<Q318896>	"Gonadotropin releasing hormone 1"@en	"progonadoliberin-1"@en
<Q318896>	"Gonadotropin releasing hormone 1"@en	"GNRH1"@en
<Q424709>	"methylenetetrahydrofolate reductase"@en	"Methylenetetrahydrofolate Reductase (NADPH2)"@en
<Q424709>	"methylenetetrahydrofolate reductase"@en	"methylenetetrahydrofolate reductase (NAD(P)H)"@en
<Q424709>	"methylenetetrahydrofolate reductase"@en	"5,10-methylenetetrahydrofolate reductase (NADPH)"@en
<Q424709>	"methylenetetrahydrofolate reductase"@en	"MTHFR"@en
<Q424716>	"Lecithin-cholesterol acyltransferase"@en	"testicular secretory protein Li 24"@en
<Q424716>	"Lecithin-cholesterol acyltransferase"@en	"phospholipid-cholesterol acyltransferase"@en
<Q424716>	"Lecithin-cholesterol acyltransferase"@en	"phosphatidylcholine-sterol acyltransferase"@en
<Q424716>	"Lecithin-cholesterol acyltransferase"@en	"phosphatidylcholine--sterol O-acyltransferase"@en
<Q424716>	"Lecithin-cholesterol acyltransferase"@en	"LCAT"@en
<Q424724>	"Catalase"@en	"catalase"@en
<Q424724>	"Catalase"@en	"CAT"@en
<Q424724>	"Catalase"@en	"epididymis secretory sperm binding protein"@en
<Q424728>	"apolipoproteins E"@en	"LPG"@en
<Q424728>	"apolipoproteins E"@en	"LDLCQ5"@en
<Q424728>	"apolipoproteins E"@en	"apolipoprotein E3"@en
<Q424728>	"apolipoproteins E"@en	"apolipoprotein E"@en
<Q424728>	"apolipoproteins E"@en	"APOE"@en
<Q424728>	"apolipoproteins E"@en	"AD2"@en
<Q903637>	"Thymopoietin"@en	"TPRP isoform alpha"@en
<Q903637>	"Thymopoietin"@en	"TP alpha"@en
<Q903637>	"Thymopoietin"@en	"thymopoietin-related peptide isoforms beta/gamma"@en
<Q903637>	"Thymopoietin"@en	"thymopoietin-related peptide isoform alpha"@en
<Q903637>	"Thymopoietin"@en	"Thymopoietin isoform alpha"@en
<Q903637>	"Thymopoietin"@en	"thymopoietin beta"@en
<Q903637>	"Thymopoietin"@en	"LEM domain containing 4"@en
<Q903637>	"Thymopoietin"@en	"TP beta/gamma"@en
<Q903637>	"Thymopoietin"@en	"TMPO"@en
<Q903637>	"Thymopoietin"@en	"lamina-associated polypeptide 2"@en
<Q903637>	"Thymopoietin"@en	"thymopoietin"@en
<Q903909>	"NPC1 like intracellular cholesterol transporter 1"@en	"NPC1L1"@en
<Q903909>	"NPC1 like intracellular cholesterol transporter 1"@en	"NPC1-like intracellular cholesterol transporter 1"@en
<Q903909>	"NPC1 like intracellular cholesterol transporter 1"@en	"NPC1 like 1"@en
<Q903909>	"NPC1 like intracellular cholesterol transporter 1"@en	"NPC1 (Niemann-Pick disease, type C1, gene)-like 1"@en
<Q903909>	"NPC1 like intracellular cholesterol transporter 1"@en	"niemann-Pick C1-like protein 1"@en
<Q903924>	"BCR activator of RhoGEF and GTPase"@en	"renal carcinoma antigen NY-REN-26"@en
<Q903924>	"BCR activator of RhoGEF and GTPase"@en	"FGFR1/BCR chimera protein"@en
<Q903924>	"BCR activator of RhoGEF and GTPase"@en	"breakpoint cluster region protein"@en
<Q903924>	"BCR activator of RhoGEF and GTPase"@en	"breakpoint cluster region"@en
<Q903924>	"BCR activator of RhoGEF and GTPase"@en	"BCR/FGFR1 chimera protein"@en
<Q903924>	"BCR activator of RhoGEF and GTPase"@en	"BCR, RhoGEF and GTPase activating protein"@en
<Q903924>	"BCR activator of RhoGEF and GTPase"@en	"BCR"@en
<Q904241>	"Solute carrier family 5 member 1"@en	"solute carrier family 5 (sodium/glucose cotransporter), member 1"@en
<Q904241>	"Solute carrier family 5 member 1"@en	"Na+/glucose cotransporter 1"@en
<Q904241>	"Solute carrier family 5 member 1"@en	"SLC5A1"@en
<Q904241>	"Solute carrier family 5 member 1"@en	"sodium/glucose cotransporter 1"@en
<Q904241>	"Solute carrier family 5 member 1"@en	"high affinity sodium-glucose cotransporter"@en
<Q904550>	"Urocortin"@en	"urocortin, preproprotein"@en
<Q904550>	"Urocortin"@en	"uniprot:P55089"@en
<Q904550>	"Urocortin"@en	"prepro-urocortin"@en
<Q904550>	"Urocortin"@en	"urocortin"@en
<Q904550>	"Urocortin"@en	"UCN"@en
<Q904590>	"Prostaglandin I2 synthase"@en	"cytochrome P450, family 8, subfamily A, polypeptide 1"@en
<Q904590>	"Prostaglandin I2 synthase"@en	"prostacyclin synthase"@en
<Q904590>	"Prostaglandin I2 synthase"@en	"PTGIS"@en
<Q904590>	"Prostaglandin I2 synthase"@en	"prostaglandin I2 (prostacyclin) synthase"@en
<Q904925>	"cytochrome P450 family 11 subfamily B member 1"@en	"steroid 11-beta-monooxygenase"@en
<Q904925>	"cytochrome P450 family 11 subfamily B member 1"@en	"steroid 11-beta-hydroxylase, CYP11B1"@en
<Q904925>	"cytochrome P450 family 11 subfamily B member 1"@en	"cytochrome P450C11"@en
<Q904925>	"cytochrome P450 family 11 subfamily B member 1"@en	"cytochrome P450, subfamily XIB (steroid 11-beta-hydroxylase), polypeptide 1"@en
<Q904925>	"cytochrome P450 family 11 subfamily B member 1"@en	"cytochrome P450, family 11, subfamily B, polypeptide 1"@en
<Q904925>	"cytochrome P450 family 11 subfamily B member 1"@en	"cytochrome p450 XIB1"@en
<Q904925>	"cytochrome P450 family 11 subfamily B member 1"@en	"cytochrome P450 11B1, mitochondrial"@en
<Q904925>	"cytochrome P450 family 11 subfamily B member 1"@en	"cytochrome P-450c11"@en
<Q904925>	"cytochrome P450 family 11 subfamily B member 1"@en	"CYPXIB1"@en
<Q904925>	"cytochrome P450 family 11 subfamily B member 1"@en	"CYP11B1"@en
<Q904925>	"cytochrome P450 family 11 subfamily B member 1"@en	"1.14.15.4"@en
<Q904925>	"cytochrome P450 family 11 subfamily B member 1"@en	"steroid 11-beta-hydroxylase"@en
<Q905000>	"Potassium voltage-gated channel subfamily H member 2"@en	"potassium channel, voltage gated eag related subfamily H, member 2"@en
<Q905000>	"Potassium voltage-gated channel subfamily H member 2"@en	"long QT syndrome type 2"@en
<Q905000>	"Potassium voltage-gated channel subfamily H member 2"@en	"human ether-a-go-go-related"@en
<Q905000>	"Potassium voltage-gated channel subfamily H member 2"@en	"hERG1"@en
<Q905000>	"Potassium voltage-gated channel subfamily H member 2"@en	"hERG-1"@en
<Q905000>	"Potassium voltage-gated channel subfamily H member 2"@en	"ether-a-go-go-related potassium channel protein"@en
<Q905000>	"Potassium voltage-gated channel subfamily H member 2"@en	"ERG1 Potassium Channel"@en
<Q905000>	"Potassium voltage-gated channel subfamily H member 2"@en	"eag homolog"@en
<Q905000>	"Potassium voltage-gated channel subfamily H member 2"@en	"voltage-gated potassium channel subunit Kv11.1"@en
<Q905000>	"Potassium voltage-gated channel subfamily H member 2"@en	"ether-a-go-go-related protein 1"@en
<Q905000>	"Potassium voltage-gated channel subfamily H member 2"@en	"ether-a-go-go-related gene potassium channel 1"@en
<Q905000>	"Potassium voltage-gated channel subfamily H member 2"@en	"eag-related protein 1"@en
<Q905000>	"Potassium voltage-gated channel subfamily H member 2"@en	"potassium voltage-gated channel, subfamily H (eag-related), member 2"@en
<Q905000>	"Potassium voltage-gated channel subfamily H member 2"@en	"potassium voltage-gated channel subfamily H member 2"@en
<Q905000>	"Potassium voltage-gated channel subfamily H member 2"@en	"KCNH2"@en
<Q905000>	"Potassium voltage-gated channel subfamily H member 2"@en	"H-ERG"@en
<Q905000>	"Potassium voltage-gated channel subfamily H member 2"@en	"ERG-1"@en
<Q905111>	"PKHD1 ciliary IPT domain containing fibrocystin/polyductin"@en	"tigmin"@en
<Q905111>	"PKHD1 ciliary IPT domain containing fibrocystin/polyductin"@en	"TIG multiple domains 1"@en
<Q905111>	"PKHD1 ciliary IPT domain containing fibrocystin/polyductin"@en	"polyductin"@en
<Q905111>	"PKHD1 ciliary IPT domain containing fibrocystin/polyductin"@en	"polycystic kidney and hepatic disease 1 protein"@en
<Q905111>	"PKHD1 ciliary IPT domain containing fibrocystin/polyductin"@en	"polycystic kidney and hepatic disease 1 (autosomal recessive)"@en
<Q905111>	"PKHD1 ciliary IPT domain containing fibrocystin/polyductin"@en	"PKHD1, fibrocystin/polyductin"@en
<Q905111>	"PKHD1 ciliary IPT domain containing fibrocystin/polyductin"@en	"PKHD1"@en
<Q905111>	"PKHD1 ciliary IPT domain containing fibrocystin/polyductin"@en	"fibrocystin/polyductin complex"@en
<Q905111>	"PKHD1 ciliary IPT domain containing fibrocystin/polyductin"@en	"fibrocystin"@en
<Q905435>	"FMRP translational regulator 1"@en	"truncated FMRP"@en
<Q905435>	"FMRP translational regulator 1"@en	"Protein FMR-1"@en
<Q905435>	"FMRP translational regulator 1"@en	"fragile X mental retardation protein 1"@en
<Q905435>	"FMRP translational regulator 1"@en	"FMRP"@en
<Q905435>	"FMRP translational regulator 1"@en	"FMR1"@en
<Q905435>	"FMRP translational regulator 1"@en	"synaptic functional regulator FMR1"@en
<Q905435>	"FMRP translational regulator 1"@en	"fragile X mental retardation 1"@en
<Q905442>	"glial fibrillary acidic protein"@en	"Glial fibrillary acidic protein"@en
<Q905442>	"glial fibrillary acidic protein"@en	"GFAP"@en
<Q2248886>	"neural cell adhesion molecule 1"@en	"uniprot:P13591"@en
<Q2248886>	"neural cell adhesion molecule 1"@en	"Neural_cell_adh"@en
<Q2248886>	"neural cell adhesion molecule 1"@en	"neural cell adhesion protein"@en
<Q2248886>	"neural cell adhesion molecule 1"@en	"Neural Cell Adhesion Molecules"@en
<Q2248886>	"neural cell adhesion molecule 1"@en	"neural cell adhesion molecule, NCAM"@en
<Q2248886>	"neural cell adhesion molecule 1"@en	"neural cell adhesion molecule 1"@en
<Q2248886>	"neural cell adhesion molecule 1"@en	"neural cell adhesion molecule"@en
<Q2248886>	"neural cell adhesion molecule 1"@en	"NCAM1"@en
<Q2248886>	"neural cell adhesion molecule 1"@en	"IPR009138"@en
<Q2248886>	"neural cell adhesion molecule 1"@en	"antigen recognized by monoclonal antibody 5.1H11"@en
<Q2248886>	"neural cell adhesion molecule 1"@en	"uniprot:P13591"@en
<Q2248886>	"neural cell adhesion molecule 1"@en	"Neural_cell_adh"@en
<Q2248886>	"neural cell adhesion molecule 1"@en	"neural cell adhesion protein"@en
<Q2248886>	"neural cell adhesion molecule 1"@en	"Neural Cell Adhesion Molecules"@en
<Q2248886>	"neural cell adhesion molecule 1"@en	"neural cell adhesion molecule, NCAM"@en
<Q2248886>	"neural cell adhesion molecule 1"@en	"neural cell adhesion molecule 1"@en
<Q2248886>	"neural cell adhesion molecule 1"@en	"neural cell adhesion molecule"@en
<Q2248886>	"neural cell adhesion molecule 1"@en	"NCAM1"@en
<Q2248886>	"neural cell adhesion molecule 1"@en	"IPR009138"@en
<Q2248886>	"neural cell adhesion molecule 1"@en	"antigen recognized by monoclonal antibody 5.1H11"@en
<Q2271947>	"Solute carrier family 6 member 3"@en	"SLC6A3"@en
<Q2271947>	"Solute carrier family 6 member 3"@en	"solute carrier family 6 (neurotransmitter transporter, dopamine), member 3"@en
<Q2271947>	"Solute carrier family 6 member 3"@en	"solute carrier family 6 (neurotransmitter transporter), member 3"@en
<Q2271947>	"Solute carrier family 6 member 3"@en	"sodium-dependent dopamine transporter"@en
<Q2271947>	"Solute carrier family 6 member 3"@en	"dopamine transporter 1"@en
<Q2271947>	"Solute carrier family 6 member 3"@en	"DA transporter"@en
<Q2299608>	"Growth hormone receptor"@en	"somatotropin receptor"@en
<Q2299608>	"Growth hormone receptor"@en	"serum binding protein"@en
<Q2299608>	"Growth hormone receptor"@en	"growth hormone binding protein"@en
<Q2299608>	"Growth hormone receptor"@en	"GH receptor"@en
<Q2299608>	"Growth hormone receptor"@en	"growth hormone receptor"@en
<Q2299608>	"Growth hormone receptor"@en	"GHR"@en
<Q2308016>	"Spastin"@en	"spastic paraplegia 4 protein"@en
<Q2308016>	"Spastin"@en	"spastic paraplegia 4 (autosomal dominant; spastin)"@en
<Q2308016>	"Spastin"@en	"SPAST"@en
<Q2308016>	"Spastin"@en	"spastin"@en
<Q2335493>	"toll like receptor 4"@en	"toll like receptor 4 protein"@en
<Q2335493>	"toll like receptor 4"@en	"hToll"@en
<Q2335493>	"toll like receptor 4"@en	"homolog of Drosophila toll"@en
<Q2335493>	"toll like receptor 4"@en	"TLR4"@en
<Q2335493>	"toll like receptor 4"@en	"toll-like receptor 4"@en
<Q2338184>	"DRD5"@en	"DRD1L2"@en
<Q2338184>	"DRD5"@en	"DRD1B"@en
<Q2338184>	"DRD5"@en	"DBDR"@en
<Q2338184>	"DRD5"@en	"dopamine receptor D5"@en
<Q2338200>	"DRD3"@en	"FET1"@en
<Q2338200>	"DRD3"@en	"dopamine receptor D3"@en
<Q2338200>	"DRD3"@en	"D3DR"@en
<Q2338200>	"DRD3"@en	"ETM1"@en
<Q17854978>	"CACNB2"@en	"MYSB"@en
<Q17854978>	"CACNB2"@en	"CAVB2"@en
<Q17854978>	"CACNB2"@en	"CACNLB2"@en
<Q17854978>	"CACNB2"@en	"calcium voltage-gated channel auxiliary subunit beta 2"@en
<Q17854978>	"CACNB2"@en	"CAB2"@en
<Q17855063>	"CACNB3"@en	"CACNLB3"@en
<Q17855063>	"CACNB3"@en	"calcium voltage-gated channel auxiliary subunit beta 3"@en
<Q17855063>	"CACNB3"@en	"CAB3"@en
<Q17855160>	"CACNB4"@en	"EJM4"@en
<Q17855160>	"CACNB4"@en	"EIG9"@en
<Q17855160>	"CACNB4"@en	"calcium voltage-gated channel auxiliary subunit beta 4"@en
<Q17855160>	"CACNB4"@en	"CACNLB4"@en
<Q17855160>	"CACNB4"@en	"CAB4"@en
<Q17855160>	"CACNB4"@en	"EJM6"@en
<Q17855160>	"CACNB4"@en	"EJM"@en
<Q17855160>	"CACNB4"@en	"EA5"@en
<Q17855216>	"CACNG1"@en	"CACNLG"@en
<Q17855216>	"CACNG1"@en	"calcium voltage-gated channel auxiliary subunit gamma 1"@en
<Q17855239>	"SLC25A20"@en	"Carnitine-acylcarnitine translocase"@en
<Q17855239>	"SLC25A20"@en	"CACT"@en
<Q17855239>	"SLC25A20"@en	"solute carrier family 25 member 20"@en
<Q17855239>	"SLC25A20"@en	"CAC"@en
<Q17855270>	"SLC25A20P1"@en	"solute carrier family 25 member 20 pseudogene 1"@en
<Q17855270>	"SLC25A20P1"@en	"SLC25A20P"@en
<Q17855270>	"SLC25A20P1"@en	"CACTP"@en
<Q17855283>	"CAD"@en	"GATD4"@en
<Q17855283>	"CAD"@en	"EIEE50"@en
<Q17855283>	"CAD"@en	"DEE50"@en
<Q17855283>	"CAD"@en	"CDG1Z"@en
<Q17855283>	"CAD"@en	"carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase"@en
<Q407983>	"ACHE"@en	"true cholinesterase (dated synonym)"@en
<Q407983>	"ACHE"@en	"N-ACHE"@en
<Q407983>	"ACHE"@en	"ARACHE"@en
<Q407983>	"ACHE"@en	"acetylhydrolase"@en
<Q407983>	"ACHE"@en	"acetylcholinesterase (Cartwright blood group)"@en
<Q407983>	"ACHE"@en	"AChE"@en
<Q407983>	"ACHE"@en	"acetylcholinesterase (Yt blood group)"@en
<Q407983>	"ACHE"@en	"ACEE"@en
<Q407983>	"ACHE"@en	"YT"@en
<Q408122>	"follistatin"@en	"follistatin isoform FST317"@en
<Q408122>	"follistatin"@en	"FST"@en
<Q408122>	"follistatin"@en	"activin-binding protein"@en
<Q408154>	"Protoporphyrinogen oxidase"@en	"PPOX"@en
<Q408154>	"Protoporphyrinogen oxidase"@en	"protoporphyrinogen oxidase"@en
<Q7120428>	"PRPF8"@en	"SNRNP220"@en
<Q7120428>	"PRPF8"@en	"PRPC8"@en
<Q7120428>	"PRPF8"@en	"HPRP8"@en
<Q7120428>	"PRPF8"@en	"RP13"@en
<Q7120428>	"PRPF8"@en	"pre-mRNA processing factor 8"@en
